2020-02-01,389,14608,8125.639131010462,0.5562458331743196,6111,4092,4405
2020-02-02,377,11484,6479.545464024283,0.564223742948823,4941,3161,3382
2020-02-03,415,11062,6597.908384140941,0.5964480549756772,5192,2977,2893
2020-02-04,424,9365,5598.53850614697,0.5978151101064569,4334,2698,2333
2020-02-05,212,7354,4215.410995821394,0.5732133527089195,3133,2237,1984
2020-02-06,368,9709,5794.664575571287,0.5968343367567501,4551,2614,2544
2020-02-07,354,9642,6069.558896656538,0.6294916922481372,4818,2681,2143
2020-02-08,315,11720,6964.558570601766,0.5942456118260893,5485,3114,3121
2020-02-09,229,8356,4826.702483249761,0.577633135860431,3671,2420,2265
2020-02-10,361,7758,4693.863186620529,0.6050352135370622,3682,2151,1925
2020-02-11,361,10360,6278.591518375055,0.6060416523528045,4913,2921,2526
2020-02-12,344,9385,5232.957900508254,0.5575874161436606,3965,2550,2870
2020-02-13,373,10008,5938.689919540988,0.5933942765328725,4572,2852,2584
2020-02-14,499,11630,7046.786905904891,0.6059146092781506,5583,3119,2928
2020-02-15,544,17577,10879.406561310978,0.6189569642891835,8594,4888,4095
2020-02-16,480,14187,8881.7666867294,0.6260496712997391,7075,3921,3191
2020-02-17,306,8329,5279.751226545394,0.6338997750684829,4200,2380,1749
2020-02-18,612,13495,8598.577787416118,0.637167675984892,6933,3643,2919
2020-02-19,536,13115,8111.669643306556,0.6185032133668743,6349,3784,2982
2020-02-20,502,10351,6447.074907611164,0.622845609855199,5069,2996,2286
2020-02-21,521,13123,7423.175450730099,0.5656614684698696,5640,3685,3798
2020-02-22,371,11613,7268.64834392396,0.6259061692864858,5716,3367,2530
2020-02-23,408,10121,6406.008484069138,0.632942247215605,5078,2870,2173
2020-02-24,552,13683,8455.266483389421,0.6179395222823519,6577,4037,3069
2020-02-25,594,12687,7831.313783814867,0.6172707325462967,6279,3376,3032
2020-02-26,576,15014,8834.184781578668,0.5883964820553262,6842,4224,3948
2020-02-27,604,15893,9447.988686382938,0.5944748434142665,7202,4669,4022
2020-02-28,642,14940,8966.962555641814,0.6001982968970424,6956,4322,3662
2020-02-29,406,12141,7465.012658094831,0.6148597856926803,5866,3484,2791
2020-03-01,341,11077,6549.908198994635,0.5913070505547202,4966,3389,2722
2020-03-02,554,13479,8172.6278296912205,0.606323008360503,6336,3911,3232
2020-03-03,606,16716,10053.489603630893,0.6014291459458538,7515,5357,3844
2020-03-04,648,13959,8254.447280785591,0.591335144407593,6248,4242,3469
2020-03-05,641,15846,9847.625420272572,0.6214581232028633,7636,4789,3421
2020-03-06,566,15680,9695.604515581845,0.6183421247182299,7515,4621,3544
2020-03-07,350,10715,6798.45700576627,0.6344803551811732,5395,3035,2285
2020-03-08,332,12316,7477.780051292046,0.6071597963049729,5781,3619,2916
2020-03-09,602,16137,9819.340542415657,0.6084985153631813,7544,4837,3756
2020-03-10,653,16474,10216.201215534742,0.6201409017563884,7914,4933,3627
2020-03-11,696,22579,13670.365315122552,0.605446003592832,10420,6923,5236
2020-03-12,780,23433,14344.229761107867,0.6121380003033272,11100,6937,5396
2020-03-13,699,25156,15602.329981999374,0.620223007711853,12252,7290,5614
2020-03-14,456,21856,13443.536719847312,0.6150959333751516,10444,6413,4999
2020-03-15,454,23403,13986.199503942771,0.5976242150127237,10688,6941,5774
2020-03-16,764,24945,15296.582751218775,0.6132123772787643,11857,7365,5723
2020-03-17,785,28250,17582.42911093297,0.622386871183468,13861,8072,6317
2020-03-18,772,27193,16727.392850341574,0.6151359853764415,13030,7899,6264
2020-03-19,750,30869,19107.811547592664,0.6189967782433077,14956,8946,6967
2020-03-20,729,30574,19025.89263503752,0.6222899403099862,15132,8497,6945
2020-03-21,412,20257,13288.246399601147,0.6559829392111934,10799,5498,3960
2020-03-22,418,19226,11676.806853678778,0.6073445778466025,9062,5570,4594
2020-03-23,755,29978,18493.794954026824,0.6169122341059051,14348,8861,6769
2020-03-24,662,21830,13211.020572939555,0.6051773052194024,10192,6454,5184
2020-03-25,656,20720,12623.266075080974,0.6092309881795837,9822,5920,4978
2020-03-26,681,23877,15053.69477816527,0.6304684331434129,11953,6730,5194
2020-03-27,711,24138,15324.330522622846,0.6348633077563529,12184,6885,5069
2020-03-28,439,17802,11207.684923543098,0.6295744817179586,8902,4960,3940
2020-03-29,412,17442,10926.106859215222,0.6264251151940845,8613,5000,3829
2020-03-30,596,22354,13481.099575954631,0.6030732565068726,10568,6211,5575
2020-03-31,460,14551,9041.258195525746,0.6213496114030477,7177,4021,3353
2020-04-01,637,20388,12680.528273010961,0.6219603822351855,10131,5531,4726
2020-04-02,585,16121,10035.192805616633,0.6224919549417922,8025,4335,3761
2020-04-03,488,17195,11025.553196267041,0.6412069320306508,8926,4539,3730
2020-04-04,350,15335,10086.22756248029,0.6577259577750434,8176,4162,2997
2020-04-05,349,14743,9312.972978698228,0.6316877825882268,7467,3975,3301
2020-04-06,404,16489,10631.842233539883,0.6447839307138021,8573,4492,3424
2020-04-07,508,14434,9304.978911674483,0.6446569843199725,7449,4053,2932
2020-04-08,545,13950,8681.762667850193,0.6223485783405156,6844,3945,3161
2020-04-09,494,15333,9603.640371999072,0.6263379881301162,7658,4256,3419
2020-04-10,537,12525,7684.467491225213,0.6135303386207754,6038,3540,2947
2020-04-11,334,13188,8412.245124182013,0.6378711801775866,6781,3625,2782
2020-04-12,297,9321,6086.509999130689,0.6529889495902467,4956,2502,1863
2020-04-13,476,14394,9020.261727562369,0.6266681761541176,7165,4028,3201
2020-04-14,487,12065,7535.728793036099,0.6245941809395855,5982,3325,2758
2020-04-15,464,12202,7535.865400566305,0.6175926405971403,5938,3366,2898
2020-04-16,510,12146,7297.644272409389,0.6008269613378386,5648,3469,3029
2020-04-17,411,10606,6574.331621518557,0.6198690949951496,5186,2986,2434
2020-04-18,273,9116,5606.862958364522,0.6150573670869374,4448,2525,2143
2020-04-19,265,7568,4870.50171408916,0.6435652370625211,3971,1965,1632
2020-04-20,465,15329,9576.246745992275,0.6247143809767288,7536,4463,3330
2020-04-21,419,12069,7806.901067778742,0.6468556688854704,6242,3457,2370
2020-04-22,464,13366,8268.98473933064,0.6186581429994494,6411,4090,2865
2020-04-23,422,9567,6042.951046601815,0.631645348238927,4607,3076,1884
2020-04-24,453,12920,8236.915131835904,0.6375321309470514,6476,3856,2588
2020-04-25,311,9673,5950.330346252647,0.6151483868761136,4564,2986,2123
2020-04-26,311,8906,5592.969446943083,0.6280001624683453,4272,2881,1753
2020-04-27,369,10371,6931.474745977741,0.6683516291560834,5697,2924,1750
2020-04-28,402,11613,7404.974866106508,0.6376452997594513,5838,3385,2390
2020-04-29,434,11626,7211.4359991758,0.6202852227056426,5596,3511,2519
2020-04-30,458,10568,6918.749844313099,0.6546886680841313,5500,3113,1955
2020-05-01,280,10997,6993.3410702923675,0.6359317150397715,5416,3423,2158
2020-05-02,239,9644,6206.867608772487,0.6435988810423566,4834,3050,1760
2020-05-03,239,7996,5226.999843331343,0.6537018313320839,4118,2427,1451
2020-05-04,212,7418,4807.237016752173,0.6480502853534879,3799,2230,1389
2020-05-05,295,9655,6131.982120619934,0.6351094894479475,4645,3193,1817
2020-05-06,371,9824,6167.483308791636,0.6277975680773245,4742,3118,1964
2020-05-07,366,10556,6690.915318650055,0.6338494996826501,5295,3031,2230
2020-05-08,370,11132,7085.546134769677,0.6365025273778007,5587,3258,2287
2020-05-09,288,8860,5494.147673121258,0.6201069608489005,4152,2860,1848
2020-05-10,222,7068,4392.490602912571,0.6214616019966852,3324,2273,1471
2020-05-11,350,10948,6663.140873452759,0.6086171787954657,5168,3192,2588
2020-05-12,364,8633,5430.6666753045765,0.6290590380290254,4270,2512,1851
2020-05-13,407,12094,7725.369900240795,0.6387770712949227,5984,3767,2343
2020-05-14,395,11760,7422.032379017575,0.6311252022974129,5808,3471,2481
2020-05-15,360,10398,6591.7965351516405,0.6339485030920985,5051,3290,2057
2020-05-16,234,7431,4613.1915204105135,0.6208035958027874,3562,2243,1626
2020-05-17,196,6546,4077.794935101485,0.6229445363735846,3136,1981,1429
2020-05-18,306,6956,4414.780307692446,0.6346722696510129,3501,1995,1460
2020-05-19,342,8605,5400.531305388812,0.6276038704693564,4192,2609,1804
2020-05-20,343,5109,3233.5409321945594,0.6329107324710431,2478,1607,1024
2020-05-21,343,6171,3998.213938894124,0.6479037334134053,3185,1758,1228
2020-05-22,280,6402,4219.81080499369,0.6591394571998891,3422,1765,1215
2020-05-23,181,5627,3906.651979965799,0.6942690563294471,3247,1507,873
2020-05-24,190,5927,3953.4381972932338,0.667021798092329,3188,1702,1037
2020-05-25,297,5250,3415.3242357599065,0.6505379496685536,2757,1431,1062
2020-05-26,324,5963,4013.2484446564554,0.6730250619916913,3269,1639,1055
2020-05-27,282,5963,3850.2153806496144,0.6456842831879279,3021,1795,1147
2020-05-28,252,4739,3110.7973373484406,0.6564248443444695,2478,1383,878
2020-05-29,234,4984,3175.4163673682556,0.637122064078703,2515,1419,1050
2020-05-30,171,4961,3117.226157072817,0.6283463328104851,2471,1393,1097
2020-05-31,115,3209,2078.209824592722,0.6476191413501782,1676,885,648
